User_ID,Title,Score,Genre
586.0,Nightmare Alley,10.0,"Drama, Crime"
586.0,The Barbie Diaries,4.0,"Family, Animation"
586.0,The Laundromat,4.0,"Drama, Crime, Comedy"
586.0,Toy Story 3,5.0,"Animation, Family, Comedy"
586.0,The Beast,6.0,"Horror, Drama, Fantasy"
587.0,Belle and Sebastian,7.0,Adventure
587.0,Captain Marvel,8.0,"Action, Adventure, Science Fiction"
587.0,Seed of Chucky,7.0,"Horror, Comedy"
587.0,Mute,4.0,"Science Fiction, Mystery, Thriller"
587.0,Ben 10 Generator Rex Heroes United,10.0,"Action, Animation"
588.0,See You Up There,8.0,"Drama, Crime, War"
588.0,Rugrats Go Wild,2.0,"Family, Animation, Adventure, Comedy"
588.0,State of Play,2.0,"Thriller, Drama"
588.0,Hatchet II,1.0,"Horror, Comedy, Thriller"
588.0,Columbus,2.0,Drama
589.0,St. Agatha,5.0,"Horror, Thriller"
589.0,The Royal Treatment,10.0,"Romance, Comedy"
589.0,Blow Out,4.0,"Thriller, Crime, Mystery"
589.0,Die Hard: With a Vengeance,5.0,"Action, Thriller"
589.0,Miss Peregrine's Home for Peculiar Children,10.0,"Fantasy, Adventure, Family, Drama"
590.0,Every Secret Thing,9.0,"Thriller, Drama, Crime, Mystery"
590.0,Detective Conan: Magician of the Silver Sky,9.0,"Animation, Mystery"
590.0,BlacKkKlansman,8.0,"Comedy, Crime, Drama, History"
590.0,Pink Flamingos,4.0,"Comedy, Crime"
590.0,Creed,6.0,Drama
591.0,Northmen: A Viking Saga,0.0,"Adventure, Action, Drama"
591.0,Public Enemies,4.0,"Action, Crime"
591.0,Room,10.0,"Drama, Thriller"
591.0,Saint Seiya: Warriors of the Final Holy Battle,9.0,"Action, Animation, Fantasy"
591.0,The Last Duel,9.0,"Action, Drama, History"
592.0,All the Money in the World,8.0,"Thriller, Drama, Crime, Mystery, History"
592.0,Mean Streets,6.0,"Drama, Crime"
592.0,The Addams Family,2.0,"Family, Animation, Comedy"
592.0,The Watcher,6.0,"Mystery, Thriller"
592.0,The Ritual,10.0,"Horror, Thriller, Mystery"
593.0,La Luna,7.0,Drama
593.0,The Adventures of Sharkboy and Lavagirl,6.0,"Adventure, Family, Science Fiction"
593.0,Jaws: The Revenge,6.0,"Adventure, Thriller, Horror"
593.0,The Way Back,1.0,"Drama, Adventure, History"
593.0,Friday the 13th Part III,2.0,Horror
594.0,Selma,6.0,"History, Drama"
594.0,Replicas,1.0,"Science Fiction, Thriller"
594.0,Young Adult,1.0,"Comedy, Drama"
594.0,To Kill a Mockingbird,10.0,"Crime, Drama"
594.0,Cowboys & Aliens,3.0,"Action, Science Fiction, Thriller, Western"
595.0,Colossal,5.0,"Drama, Fantasy, Science Fiction"
595.0,Batman & Robin,6.0,"Science Fiction, Action, Fantasy"
595.0,An American Tail: Fievel Goes West,2.0,"Adventure, Animation, Family, Western"
595.0,American Sniper,7.0,"War, Action"
595.0,Halloween II,2.0,Horror
596.0,Go! Go! Cory Carson: Chrissy Takes the Wheel,10.0,"Animation, Family"
596.0,Vacancy,7.0,"Horror, Thriller"
596.0,Palmer,6.0,Drama
596.0,Everyone's Hero,3.0,"Adventure, Animation, Comedy, Family"
596.0,Wild Card,2.0,"Thriller, Crime, Action"
597.0,Life,3.0,"Comedy, Crime"
597.0,Second in Command,9.0,Action
597.0,Three Kings,9.0,"Action, Comedy, War"
597.0,SuperFly,6.0,"Action, Crime"
597.0,Rush Hour 3,3.0,"Action, Comedy, Crime"
598.0,Ooops! Noah Is Gone...,5.0,"Animation, Adventure, Comedy, Family"
598.0,Marvel's Behind the Mask,5.0,Documentary
598.0,Pets United,1.0,"Animation, Family, Adventure, Comedy"
598.0,On Deadly Ground,4.0,"Action, Thriller"
598.0,The Girl Who Leapt Through Time,0.0,"Fantasy, Animation, Drama, Science Fiction"
599.0,Mama,9.0,Horror
599.0,Seven Years in Tibet,6.0,"Adventure, Drama, History"
599.0,Joseph: King of Dreams,4.0,"Family, Animation"
599.0,Offline: Are You Ready for the Next Level?,3.0,"Action, Adventure, Comedy"
599.0,The Bone Collector,7.0,"Drama, Mystery, Thriller, Crime"
600.0,Supergirl,8.0,"Adventure, Fantasy, Action, Science Fiction"
601.0,Spider-Man: No Way Home,10.0,"Action, Adventure, Science Fiction"
,Bad Lieutenant: Port of Call - New Orleans,0.0,"Drama, Crime"
1220.0,Blue Jasmine,0.0,Drama
1220.0,"Synecdoche, New York",10.0,Drama
1220.0,Rocky III,0.0,Drama
1221.0,Mother's Day,9.0,"Comedy, Drama, Romance"
1221.0,Animals United,10.0,"Animation, Family, Comedy"
1221.0,District 13: Ultimatum,3.0,"Action, Thriller, Crime"
1221.0,Shaolin Wooden Men,3.0,Action
1221.0,Gabriel's Rapture: Part One,3.0,Romance
1222.0,The 300 Spartans,2.0,"Action, Drama, History"
1222.0,Tinker Tailor Soldier Spy,1.0,"Drama, Thriller, Mystery"
1222.0,The Final Destination,0.0,"Horror, Mystery"
1222.0,Anatomy of Hell,4.0,Drama
1222.0,The Jungle Book,3.0,"Family, Adventure, Drama"
1223.0,Saturday Night Fever,5.0,"Drama, Music"
1223.0,Big Momma's House,3.0,"Crime, Comedy"
1223.0,Lemonade Mouth,6.0,"Drama, Comedy, TV Movie"
1223.0,The Whole Truth,3.0,"Drama, Thriller"
1223.0,Knockin' on Heaven's Door,10.0,"Comedy, Crime"
1224.0,Hancock,5.0,"Fantasy, Action"
1224.0,Evolution,7.0,"Comedy, Science Fiction, Action"
1224.0,The Kingdom,7.0,"Thriller, Action, Drama"
1224.0,Bullitt,9.0,"Action, Crime, Drama, Thriller"
1224.0,Lemonade Mouth,6.0,"Drama, Comedy, TV Movie"
1225.0,Final Destination,5.0,Horror
1225.0,This Girl's Life,2.0,Drama
1225.0,Blind Date,10.0,"Comedy, Romance"
1225.0,Flying Colors,6.0,"Comedy, Drama"
1225.0,Ghost Rider,5.0,"Thriller, Action, Fantasy"
1226.0,Shiva Baby,5.0,"Comedy, Drama"
1226.0,Wild Mountain Thyme,10.0,"Romance, Drama"
1226.0,The Other Side of Heaven 2: Fire of Faith,9.0,"Adventure, Drama"
1226.0,La Grande Vadrouille,2.0,"Comedy, War"
1226.0,Intolerable Cruelty,8.0,"Crime, Comedy, Romance"
1227.0,Charlie Wilson's War,3.0,"Comedy, Drama, History"
1227.0,Stay Alive,9.0,"Horror, Thriller"
1227.0,More the Merrier,2.0,"Comedy, Romance"
1227.0,Van Wilder 2: The Rise of Taj,1.0,Comedy
1227.0,Rogue Warfare,1.0,"Action, War"
1228.0,Belfast,9.0,Drama
1228.0,Enter the Fat Dragon,8.0,"Action, Comedy, Crime"
1228.0,Backcountry,4.0,"Thriller, Drama, Horror"
1228.0,Cemetery Junction,8.0,"Drama, Comedy"
1228.0,A Perfect Fit,5.0,"Romance, Comedy, Drama"
1229.0,Zombie Tidal Wave,2.0,"Action, Adventure, Comedy, Horror, Science Fiction, Thriller"
1229.0,The Wailer,7.0,Horror
1229.0,Glengarry Glen Ross,7.0,"Crime, Drama, Mystery"
1229.0,Pablo Escobar: Angel or Demon?,2.0,Documentary
1229.0,Executive Decision,5.0,"Action, Adventure, Drama, Thriller"
1230.0,Laura y el misterio del asesino inesperado,3.0,"TV Movie, Mystery, Thriller, Comedy"
1230.0,Sicario: Day of the Soldado,0.0,"Action, Crime, Drama, Thriller"
1230.0,Kindergarten Cop 2,1.0,"Comedy, Action"
1230.0,The Outpost,8.0,"War, Drama, History, Action"
1230.0,Anatomy of Hell,7.0,Drama
1231.0,Convergence: Courage in a Crisis,4.0,Documentary
1231.0,Moms' Night Out,7.0,Comedy
1231.0,First Kill,3.0,"Action, Thriller, Crime"
1231.0,Single Mother by Choice,5.0,"Comedy, Drama"
1231.0,It Chapter Two,0.0,"Horror, Fantasy"
1232.0,White Palace,10.0,"Drama, Romance"
1232.0,Leatherheads,8.0,"Comedy, Romance, Drama"
1232.0,Night at the Museum: Secret of the Tomb,6.0,"Adventure, Comedy, Fantasy, Family"
1232.0,The Possession,9.0,"Horror, Thriller"
1232.0,The Fourth Kind,7.0,"Mystery, Science Fiction, Thriller"
1233.0,Bad Teacher,2.0,Comedy
1233.0,The Sure Thing,6.0,"Comedy, Romance"
1233.0,Jack and Jill,3.0,Comedy
1233.0,Day Watch,8.0,"Fantasy, Science Fiction"
1233.0,Scott Pilgrim vs. the World,3.0,"Action, Comedy, Fantasy, Romance"
1234.0,True Crime,8.0,"Crime, Drama, Thriller, Mystery"
1234.0,The Secret of Kells,4.0,"Animation, Family, Fantasy"
1234.0,The Land Before Time XIII: The Wisdom of Friends,6.0,"Animation, Family"
1234.0,The Bone Collector,0.0,"Drama, Mystery, Thriller, Crime"
1234.0,The Resistance Banker,8.0,"War, Drama"
1235.0,A Cinderella Story: Christmas Wish,2.0,"Comedy, Music, Romance, Fantasy"
1235.0,M.F.A.,1.0,Thriller
1235.0,Out Of My League,7.0,"Romance, Comedy"
1235.0,Kill Switch,3.0,"Science Fiction, Action, Thriller"
1235.0,Moon Crash,7.0,Science Fiction
1236.0,Sideshow,5.0,"Comedy, Crime"
1236.0,Transporter 2,3.0,"Action, Thriller, Crime"
1236.0,Supernova,1.0,"Romance, Drama"
1236.0,Xtreme,7.0,"Action, Adventure, Crime"
1236.0,The Maze Runner,6.0,"Action, Mystery, Science Fiction, Thriller"
1237.0,Doraemon: Nobita and the Kingdom of Clouds,9.0,Animation
1237.0,Haywire,10.0,"Action, Drama, Thriller"
1237.0,Beyond the Reach,6.0,Thriller
1237.0,The Queen,10.0,"Drama, History"
1237.0,Land,3.0,Drama
1238.0,The Fourth Musketeer,2.0,"Action, Adventure"
1238.0,Permis de construire,9.0,Comedy
1238.0,Intimacy,5.0,"Romance, Drama"
1238.0,Young Mother,9.0,"Comedy, Romance"
1238.0,White Girl,2.0,Drama
1239.0,Katyn,1.0,"Drama, History, War"
1239.0,The King's Man,5.0,"Action, Adventure, Thriller, War"
1239.0,Deadpool,3.0,"Action, Adventure, Comedy"
1239.0,An American Tail,2.0,"Drama, Family, Animation, Adventure, Music"
1239.0,Revenger,5.0,Action
1240.0,Octopussy,5.0,"Adventure, Action, Thriller"
1240.0,Days of Being Wild,1.0,"Crime, Drama, Romance"
1240.0,Mars Needs Moms,0.0,"Adventure, Animation, Family"
1240.0,Zola,3.0,"Comedy, Crime"
1240.0,Cinderella,3.0,"Romance, Fantasy, Family, Drama"
1241.0,Love Tactics,5.0,"Romance, Comedy"
1241.0,Tesla,9.0,"Drama, History"
1241.0,Resident Evil: Damnation,3.0,"Animation, Horror, Action"
1241.0,Titanic,7.0,"Drama, Romance"
1241.0,Whindersson Nunes: É de Mim Mesmo,1.0,Comedy
1242.0,The Young Victoria,3.0,"Drama, History, Romance"
1242.0,Grind,0.0,"Action, Comedy, Adventure"
1242.0,Titanic II,3.0,"Action, Adventure, Thriller"
1242.0,The Shape of Water,7.0,"Drama, Fantasy, Romance"
1242.0,Coneheads,2.0,"Comedy, Science Fiction, Family"
1243.0,Fading Petals,8.0,Drama
1243.0,Yesterday,4.0,"Music, Comedy, Romance, Fantasy"
1243.0,Dead Calm,4.0,"Thriller, Horror"
1243.0,Short Circuit,9.0,"Comedy, Family, Science Fiction"
1243.0,Belle and Sebastian,1.0,Adventure
1244.0,Into the Inferno,3.0,Documentary
1244.0,Hey Arnold! The Movie,0.0,"Animation, Comedy, Family"
1244.0,Room,10.0,"Drama, Thriller"
1244.0,Red Lights,1.0,Thriller
1244.0,The Belko Experiment,10.0,"Thriller, Horror, Action"
1245.0,Corona Zombies,10.0,"Horror, Comedy"
1245.0,Lolita,4.0,Drama
1245.0,Thinner,5.0,"Horror, Thriller"
1245.0,Powder Blue,0.0,Drama
1245.0,Wicked City,6.0,"Animation, Action, Fantasy, Horror"
1246.0,Code 8,7.0,"Science Fiction, Action, Crime, Thriller, Drama"
1246.0,Piglet's Big Movie,8.0,"Animation, Family"
1246.0,Trading Places,1.0,Comedy
1246.0,Once Upon a Time in China III,0.0,Action
1246.0,I See You,5.0,"Thriller, Mystery, Horror, Crime"
1247.0,Waterworld,10.0,"Adventure, Action, Science Fiction"
1247.0,The Fortune Cookie,0.0,"Romance, Comedy"
1247.0,Liar Liar,1.0,Comedy
1247.0,Wonder Woman,6.0,"Action, Adventure, Animation, Fantasy, Science Fiction"
1247.0,Spielberg,2.0,"Documentary, TV Movie"
1248.0,Belladonna of Sadness,6.0,"Animation, Drama, Fantasy"
1248.0,Tooth Fairy 2,5.0,"Comedy, Family"
1248.0,American Graffiti,8.0,"Comedy, Drama"
1248.0,Castle in the Sky,8.0,"Adventure, Fantasy, Animation, Action, Family, Romance"
1248.0,Species,2.0,"Science Fiction, Horror, Action"
1249.0,London Fields,4.0,"Crime, Thriller"
1249.0,Porky's,5.0,Comedy
1249.0,The Eye,7.0,"Drama, Horror, Thriller"
1249.0,The Way of the Dragon,0.0,"Action, Crime"
1249.0,Originless,7.0,"Thriller, Horror"
1250.0,The Green Inferno,0.0,"Action, Horror, Thriller"
1250.0,Barb & Star Go to Vista Del Mar,8.0,Comedy
1250.0,#realityhigh,3.0,Comedy
1250.0,Miracles from Heaven,7.0,Drama
1250.0,Dragon Ball GT: A Hero's Legacy,2.0,"Animation, Family, Fantasy"
1251.0,The Wild Bunch,2.0,"Adventure, Western"
1251.0,Get Out,7.0,"Mystery, Thriller, Horror"
1251.0,Pokémon the Movie: Black - Victini and Reshiram,1.0,"Animation, Family, Adventure, Drama, Fantasy"
1251.0,Justin and the Knights of Valour,4.0,"Animation, Adventure"
1251.0,[REC]⁴ Apocalypse,7.0,"Thriller, Horror"
1252.0,Mr. Nice Guy,8.0,"Crime, Action, Comedy"
1252.0,He's Just Not That Into You,8.0,"Comedy, Romance, Drama"
1252.0,Un Chien Andalou,7.0,"Fantasy, Horror"
1252.0,He's All That,3.0,"Romance, Comedy"
1252.0,Gridiron Gang,2.0,"Drama, Action, Crime"
1253.0,Cleaner,0.0,"Crime, Thriller, Mystery"
1253.0,Kronk's New Groove,5.0,"Animation, Comedy, Family"
1253.0,Texas Chainsaw 3D,7.0,"Horror, Thriller"
1253.0,Thunderball,4.0,"Adventure, Action, Thriller"
1253.0,COVID-21: Lethal Virus,6.0,"Science Fiction, Thriller, Horror"
1254.0,Naked Gun 33⅓: The Final Insult,8.0,"Comedy, Crime"
1254.0,"Diego, The Last Goodbye",10.0,Documentary
1254.0,War Machine,1.0,"Comedy, Drama, War"
1254.0,Jackass Presents: Bad Grandpa .5,3.0,Comedy
1254.0,The Dreamers,1.0,"Drama, Romance"
1255.0,Rising Phoenix,10.0,Documentary
1255.0,Black Sheep,0.0,Comedy
1255.0,The Rocketeer,7.0,"Action, Adventure, Science Fiction, Family"
1255.0,Safe House,5.0,"Action, Thriller"
1255.0,Nim's Island,0.0,"Adventure, Comedy, Family, Fantasy"
1256.0,Uncle Drew,8.0,Comedy
1256.0,The Apostle,6.0,Drama
1256.0,Antz,8.0,"Adventure, Animation, Comedy, Family"
1256.0,Piranha Sharks,9.0,"Horror, Comedy"
1256.0,Doctor Strange,10.0,"Action, Adventure, Fantasy, Science Fiction"
1257.0,Splendor in the Grass,6.0,"Drama, Romance"
1257.0,Spy Hard,9.0,"Comedy, Action"
1257.0,A Perfect Ending,2.0,"Drama, Romance"
1257.0,Dances with Wolves,10.0,"Adventure, Drama, Western"
1257.0,Beauty Salon: Special Service,4.0,"Romance, Drama"
1258.0,Great White,10.0,"Horror, Thriller"
1258.0,Jo Pil-ho: The Dawning Rage,8.0,"Action, Crime, Drama"
1258.0,Never Back Down,3.0,"Drama, Action"
1258.0,Rocky III,6.0,Drama
1258.0,Single Mother by Choice,3.0,"Comedy, Drama"
1259.0,Originless,2.0,"Thriller, Horror"
1259.0,Heroes: Silence and Rock & Roll,9.0,"Documentary, Music"
1259.0,Into the Inferno,0.0,Documentary
1259.0,This Is the End,2.0,"Action, Comedy"
1259.0,Spider-Man,2.0,"Fantasy, Action"
1260.0,The Book of Eli,7.0,"Action, Thriller, Science Fiction"
1260.0,Million Dollar Baby,9.0,Drama
1260.0,Saint Seiya: The Heated Battle of the Gods,2.0,"Action, Animation, Fantasy"
1260.0,Dance of the Forty One,6.0,"Drama, History"
1260.0,Barbie: The Pearl Princess,3.0,"Family, Animation"
1261.0,Billionaire Boys Club,8.0,"Drama, Thriller"
1261.0,Fist Fight,3.0,Comedy
1261.0,Phantom Halo,7.0,"Thriller, Crime, Drama"
1261.0,The Beach House,0.0,"Drama, Horror, Mystery"
1261.0,Dreamcatcher,10.0,"Drama, Horror, Science Fiction, Thriller"
1262.0,Devil's Knot,8.0,"Crime, Drama, Thriller"
1262.0,Night and the City,9.0,"Drama, Thriller, Crime, Mystery"
1262.0,The Accused,7.0,"Thriller, Drama"
1262.0,Deadpool 2,1.0,"Action, Comedy, Adventure"
1262.0,Chocolate,3.0,"Action, Comedy, Crime"
1263.0,Shanghai Fortress,9.0,"Science Fiction, War"
1263.0,Silver Bullet,0.0,Horror
1263.0,A Night at the Roxbury,3.0,"Comedy, Music, Romance"
1263.0,The Happening,3.0,"Thriller, Science Fiction"
1263.0,Cube 2: Hypercube,5.0,"Thriller, Science Fiction, Mystery"
1264.0,The Replacements,1.0,Comedy
1264.0,God's Not Dead,5.0,Drama
1264.0,Minions: The Rise of Gru,10.0,"Family, Animation, Action, Adventure, Comedy"
1264.0,Safe,7.0,"Action, Crime, Thriller"
1264.0,Precious,9.0,Drama
1265.0,Detachment,8.0,Drama
1265.0,Made in Abyss: Dawn of the Deep Soul,6.0,"Animation, Adventure, Fantasy, Mystery"
1265.0,American Factory,2.0,Documentary
1265.0,Vengeance: A Love Story,3.0,"Thriller, Drama"
1265.0,Man of the House,5.0,"Comedy, Action"
1266.0,Gosford Park,5.0,"Drama, Mystery, Thriller"
1266.0,BLACKPINK: Light Up the Sky,6.0,"Documentary, Music"
1266.0,Get the Grift,7.0,"Comedy, Crime"
1266.0,Cars 3,3.0,"Animation, Adventure, Comedy, Family"
1266.0,The Guru,10.0,"Comedy, Romance"
1267.0,Boundin',6.0,"Animation, Family, Music, Comedy"
1267.0,The Tournament,5.0,"Horror, Action, Thriller"
1267.0,The Last Warrior,2.0,"Fantasy, Family, Adventure, Action, Comedy"
1267.0,Dragon Fury,6.0,"Horror, Fantasy, Mystery"
1267.0,Minari,8.0,Drama
1268.0,The Baytown Outlaws,0.0,"Action, Comedy, Crime"
1268.0,Desperados,4.0,"Comedy, Romance"
1268.0,Fast & Furious,6.0,"Action, Crime, Drama, Thriller"
1268.0,Behind the Curve,7.0,Documentary
1268.0,Wings of Desire,4.0,"Drama, Fantasy, Romance"
1269.0,Twelve Monkeys,2.0,"Science Fiction, Thriller, Mystery"
1269.0,The Vampire Lovers,10.0,Horror
1269.0,Lincoln,6.0,"History, Drama"
1269.0,Vamps,4.0,"Comedy, Romance, Horror"
1269.0,Swim,2.0,"Horror, Action"
1270.0,Vanilla Sky,3.0,"Romance, Science Fiction, Fantasy, Thriller"
1270.0,National Security,4.0,"Action, Comedy, Crime, Thriller"
1270.0,Oculus,0.0,Horror
1270.0,The 16th Episode,3.0,Horror
1270.0,Stolen by Their Father,9.0,"Drama, TV Movie"
1271.0,The Darker the Lake,8.0,"Crime, Thriller, Mystery"
1271.0,Force of Execution,0.0,"Action, Crime"
1271.0,A Moment of Romance,4.0,"Drama, Romance, Action, Crime"
1271.0,The Crimson Pirate,10.0,"Action, Adventure, Comedy, Drama"
1271.0,My Night,5.0,"Drama, Romance"
1272.0,When Harry Met Sally...,10.0,"Comedy, Romance, Drama"
1272.0,Happy Gilmore,3.0,Comedy
1272.0,Seven Years in Tibet,0.0,"Adventure, Drama, History"
1272.0,The Show,3.0,"Drama, Fantasy, Mystery"
1272.0,Backcountry,9.0,"Thriller, Drama, Horror"
1273.0,The Nativity Story,3.0,"Drama, History"
1273.0,Shutter Island,2.0,"Drama, Thriller, Mystery"
1273.0,Timeline,2.0,"Action, Adventure, Science Fiction"
1273.0,How to Lose a Guy in 10 Days,4.0,"Comedy, Romance"
1273.0,The Curse of Buckout Road,6.0,Horror
1274.0,I Care a Lot,2.0,"Comedy, Crime, Thriller, Drama"
1274.0,Kate,6.0,Action
1274.0,The Guru,0.0,"Comedy, Romance"
1274.0,Boss Level,0.0,"Action, Science Fiction, Thriller"
1274.0,Something Borrowed,3.0,"Comedy, Drama, Romance"
1275.0,Chungking Express,9.0,"Drama, Comedy, Romance"
1275.0,"I Love You, Beth Cooper",5.0,"Comedy, Romance"
1275.0,Daddy Day Camp,6.0,"Family, Comedy"
1275.0,The Pagemaster,8.0,"Family, Fantasy, Science Fiction, Animation"
1275.0,Erax,7.0,"Mystery, Family"
1276.0,Escape the Undertaker,9.0,"Horror, Mystery, Family"
1276.0,Behind the Curve,3.0,Documentary
1276.0,The Siege,9.0,"Drama, Action, Thriller, Crime"
1276.0,2 Guns,6.0,"Action, Comedy, Crime"
1276.0,The Merchant of Venice,5.0,"Drama, Romance"
1277.0,The Grudge 2,4.0,"Horror, Thriller"
1277.0,Bruce Almighty,3.0,"Fantasy, Comedy"
1277.0,Dragon Ball: The Magic Begins,6.0,"Action, Adventure, Fantasy"
1277.0,Raw Deal,3.0,"Action, Crime, Thriller"
1277.0,Brother,6.0,"Crime, Drama, Thriller"
1278.0,Honey 2,10.0,"Music, Comedy, Drama"
1278.0,Sunshine,0.0,"Science Fiction, Thriller, Horror"
1278.0,Cool Runnings,10.0,"Comedy, History"
1278.0,Macross: Do You Remember Love?,1.0,"Animation, Science Fiction, War, Action, Romance, Music"
1278.0,Jeepers Creepers: Reborn,10.0,"Horror, Thriller"
1279.0,The Getaway,0.0,"Drama, Action, Thriller, Mystery"
1279.0,Emmanuelle: Queen of Sados,3.0,"Crime, Drama"
1279.0,Magnolia,1.0,Drama
1279.0,Cherry,10.0,"Drama, Crime"
1279.0,Vampires: Los Muertos,0.0,"Horror, Thriller, Action"
1280.0,Chemical Hearts,2.0,"Drama, Romance"
1280.0,The Spy Next Door,10.0,"Action, Comedy, Family"
1280.0,Bad Luck Banging or Loony Porn,6.0,"Comedy, Drama"
1280.0,Grave of the Fireflies,0.0,Drama
1280.0,Mike and Dave Need Wedding Dates,7.0,Comedy
1281.0,Bad Country,3.0,"Drama, Action, Crime"
1281.0,PlayTime,1.0,Comedy
1281.0,Fast Times at Ridgemont High,4.0,Comedy
1281.0,Grisaia: Phantom Trigger The Animation,0.0,"Action, Animation"
1281.0,"Batman: The Long Halloween, Part One",9.0,"Animation, Mystery, Action, Crime"
1282.0,Chaco,2.0,"War, Drama"
1282.0,The Wedding Date,4.0,"Comedy, Romance"
1282.0,A Goofy Movie,7.0,"Romance, Animation, Family, Comedy, Adventure"
1282.0,Crazy Hong Kong,4.0,"Adventure, Comedy"
1282.0,Welcome Home,9.0,"Thriller, Horror"
1283.0,Agent Cody Banks 2: Destination London,3.0,"Comedy, Action, Adventure, Family"
1283.0,Overboard,3.0,"Comedy, Romance"
1283.0,Ladybug & Cat Noir: Awakening,10.0,"Action, Animation, Adventure, Fantasy, Music"
1283.0,Cold Mountain,9.0,"Adventure, Drama, History, Romance"
1283.0,LEGO DC: Shazam! Magic and Monsters,7.0,"Family, Adventure, Animation, Comedy"
1284.0,The Relic,2.0,"Horror, Mystery, Thriller"
1284.0,Pacific Rim,2.0,"Action, Science Fiction, Adventure"
1284.0,Monster Family 2,8.0,"Animation, Family"
1284.0,Grandma's Boy,8.0,Comedy
1284.0,Runaway,2.0,"Thriller, Crime, Science Fiction"
1285.0,Certain Women,5.0,Drama
1285.0,Perfect Stranger,10.0,Thriller
1285.0,Another Gantz,7.0,"Action, Science Fiction, Mystery"
1285.0,The Addams Family 2,10.0,"Animation, Adventure, Comedy, Family"
1285.0,Paprika,10.0,Drama
1286.0,Arthur and the Invisibles,3.0,"Adventure, Fantasy, Animation, Family"
1286.0,Run and Gun,3.0,"Action, Thriller"
1286.0,Streets of Fire,6.0,Action
1286.0,Risky Business,2.0,"Comedy, Romance, Drama"
1286.0,The Fearless Vampire Killers,10.0,"Comedy, Horror"
1287.0,V/H/S/94,7.0,Horror
1287.0,The Ledge,3.0,"Drama, Thriller"
1287.0,Minions: Home Makeover,7.0,"Animation, Family, Comedy"
1287.0,Happiest Season,10.0,"Romance, Comedy"
1287.0,Robot,6.0,"Action, Science Fiction, Fantasy"
1288.0,It Chapter Two,1.0,"Horror, Fantasy"
1288.0,Dressed to Kill,7.0,"Mystery, Thriller, Horror"
1288.0,The Shaggy Dog,2.0,"Comedy, Family"
1288.0,Seven Years in Tibet,5.0,"Adventure, Drama, History"
1288.0,The Cat Returns,3.0,"Adventure, Fantasy, Animation, Drama, Family"
1289.0,American Satan,5.0,"Thriller, Drama, Music"
1289.0,Yentl,3.0,"Music, Drama, Romance"
1289.0,Thinking XXX,4.0,Documentary
1289.0,"Strip Down, Rise Up",10.0,Documentary
1289.0,For Love of the Game,8.0,"Drama, Romance"
1290.0,American Me,10.0,"Crime, Drama"
1290.0,Game of Death,9.0,"Drama, Action, Thriller, Crime"
1290.0,Project X,4.0,Comedy
1290.0,Superfast!,6.0,"Comedy, Action"
1290.0,Boys,1.0,Drama
1291.0,Persona,6.0,Drama
1291.0,Settlers,2.0,"Science Fiction, Thriller"
1291.0,American Siege,10.0,"Action, Thriller, Crime, Drama"
1291.0,How to Train Your Dragon,3.0,"Fantasy, Adventure, Animation, Family"
1291.0,My Little Pony: Equestria Girls: Friendship Games,4.0,"Animation, Music, Family"
1292.0,My Spy,5.0,"Family, Action, Comedy"
1292.0,Amadeus,2.0,"History, Music, Drama"
1292.0,Hilda and the Mountain King,9.0,"Animation, Adventure, Fantasy, Family, TV Movie"
1292.0,The Next Three Days,2.0,"Romance, Drama, Thriller, Crime"
1292.0,Boy Missing,5.0,"Mystery, Thriller"
1293.0,Mank,8.0,"Drama, History"
1293.0,Hard Target 2,0.0,"Action, Thriller"
1293.0,Sky of Love,10.0,"Romance, Drama"
1293.0,Bratz: Rock Angelz,5.0,"Animation, Family"
1293.0,Dragon Ball Z: Wrath of the Dragon,5.0,"Animation, Action, Science Fiction"
1294.0,Justice League Dark: Apokolips War,7.0,"Animation, Action, Adventure, Fantasy, Science Fiction"
1294.0,Married to the Mob,9.0,"Comedy, Crime, Romance"
1294.0,High Flying Romance,0.0,"Romance, Drama"
1294.0,Romeo Is Bleeding,3.0,Crime
1294.0,Dragged Across Concrete,3.0,"Crime, Action, Thriller"
1295.0,Supergirl,7.0,"Adventure, Fantasy, Action, Science Fiction"
1295.0,My Cousin Rachel,10.0,"Drama, Romance"
1295.0,Dragon Ball Z: Bio-Broly,5.0,"Animation, Action, Science Fiction"
1295.0,Ainbo: Spirit of the Amazon,3.0,"Adventure, Animation, Family, Fantasy"
1295.0,Peninsula,7.0,"Action, Horror, Thriller"
1296.0,Beauty Shop,10.0,"Comedy, Romance"
1296.0,Loving Vincent,8.0,"Animation, Drama, Mystery, History"
1296.0,Barbie in the Pink Shoes,2.0,"Animation, Family"
1296.0,Open Water,0.0,"Drama, Thriller, Horror"
1296.0,Haunted Hospital: Heilstatten,5.0,Horror
1297.0,Christmas with the Kranks,2.0,"Comedy, Family"
1297.0,Looper,8.0,"Action, Thriller, Science Fiction"
1297.0,Diary of a Wimpy Kid: The Long Haul,6.0,"Comedy, Family"
1297.0,Hey Arnold! The Movie,4.0,"Animation, Comedy, Family"
1297.0,Blood Father,6.0,"Action, Thriller, Drama"
1298.0,The Texas Chainsaw Massacre 2,10.0,"Comedy, Horror"
1298.0,Three Colors: Blue,0.0,Drama
1298.0,Blood Moon,5.0,"Western, Horror"
1298.0,Alien,6.0,"Horror, Science Fiction"
1298.0,No Time for Nuts,1.0,"Adventure, Animation, Family, TV Movie"
